"Address","PostCode","Price","PropertyType"
"21Somerton Green, Swords, ","CoDublin",541850,"NewProperty"
"23 MCDOWELL AVE, CEANNT FORT, KILMAINHAM ","D8",461500,"SecondHand Property"
"24 MOLAND HOUSE, TALBOT ST, ","D1",370000,"SecondHand Property"
"24 THE ELMS, DONNYBROOK, ","D4",865000,"SecondHand Property"
"25 CARRIGMORE GARDENS, SAGGART","D24",255000,"SecondHand Property"
"25 CASTLEKNOCK CLOSE, LAUREL LODGE, CASTLEKNOCK 5","D15",440000,"SecondHand Property"
"25 SHERRARD AVE, ","CoDublin",195000,"SecondHand Property"
"26 MERTON DR, RANELAGH, ","D6",1250000,"SecondHand Property"
"27 HAYWORTH TERRACE, ONGAR PARK, CLONSILLA 5","D15",264000,"SecondHand Property"
"27 IVAR ST, ","D7",320000,"SecondHand Property"
"28 CASTLETIMON PARK, KILMORE, ","D5",270500,"SecondHand Property"
"3 EANAVILLE ROAD, ","CoDublin",150000,"SecondHand Property"
"31 SACKVILLE COURT, BLESSINGTON ST, ","D7",260000,"SecondHand Property"
"32 RATRA PARK, NAVAN RD, ","D7",337000,"SecondHand Property"
"35 GREENFIELD PARK, BALLYCULLEN RD, KNOCKLYON 5","D24",416000,"SecondHand Property"
"356 CAPTAIN'S ROAD, CRUMLIN, 2","D12",270000,"SecondHand Property"
"356 CAPTAIN'S ROAD, CRUMLIN, 2","D12",270000,"SecondHand Property"
"36A Willow Court, Newlands Cross, Clondalkin","D22",356828.19,"NewProperty"
"4 BALLISK COURT, DONABATE","CoDublin",199000,"SecondHand Property"
"4 Muileann Mews, Kettle's Lane, Kinsealy","CoDublin",303964.76,"NewProperty"
"4 RATHMORE VILLAS, TERENUE","CoDublin",369000,"SecondHand Property"
"42 COLLEGE PARK, TERENURE, W","CoDublin",625000,"SecondHand Property"
"44 DRUMMARTIN PARK, GOATSTOWN, 4","D14",665000,"SecondHand Property"
"44 GRANGEMORE CRESCENT, DONAGHMEDE, 3","CoDublin",375000,"SecondHand Property"
"44 SPRINGHILL PARK, KILLINEY","CoDublin",712500,"SecondHand Property"
"45 GRANGEMORE CRESCENT, 3","D13",155000,"SecondHand Property"
"5 Shackleton Square, Shackleton Park, Lucan","CoDublin",321586,"NewProperty"
"6 HYACINTH STREET, NORTH STRAND, ","CoDublin",278000,"SecondHand Property"
"6 Somerton Green, Newcastle Road, Lucan","CoDublin",330396.47,"NewProperty"
"6 THE CEDAR, PARKVIEW, STEPASIDE","CoDublin",210000,"SecondHand Property"
"6 Willow Glen, Glenamuck Road, Carrickmines","CoDublin",497375,"NewProperty"
"65 PALMER COURT, RUSH, CO. DUBLIN","CoDublin",260000,"SecondHand Property"
"67 Eustace Court, Cualanor, Glenageary Road Upper","CoDublin",440528,"NewProperty"
"9 Clonbern, Phoenix Park Racecourse, Castleknock","D15",383260,"NewProperty"
"Apartment 20, Clonbern  Phoenix Park Racecouse, Castleknock","CoDublin",374449.33,"NewProperty"
"Apartment 27, Crofton Hall, Diswellstown","D15",281938.33,"NewProperty"
"APARTMENT4, THEGREEN, MALAHIDE","CoDublin",405000,"SecondHand Property"
"TULLYALLEN, 14 HOLLYBROOK PARK, CLONTARF","CoDublin",1700000,"SecondHand Property"
"10 BELFRY PARK, CITYWEST, 4","D24",196000,"SecondHand Property"
"11 THE HEIGHTS, MELROSE PARK, KINSEALY","CoDublin",302500,"SecondHand Property"
"12 BELARMINE CRESCENT, STEPASIDE, 8","D18",310000,"SecondHand Property"
"13 SPIDDAL RD, 0","D10",50000,"SecondHand Property"
"135 OVAL, TULLYVALE, CABINTEELY 8","D18",325000,"SecondHand Property"
"159 BEECHWOOD COURT, STILLORGAN RD, STILLORGAN","CoDublin",393000,"SecondHand Property"
"164 CHURCH RD, EAST WALL, ","D3",304000,"SecondHand Property"
"17 Shackleton Square, Shackleton Park, Lucan","CoDublin",308370.03,"NewProperty"
"175 BALLYFERMOT RD, BALLYFERMOT, 0","D10",245000,"SecondHand Property"
"19 MULGRAVE ST, DUN LOAGHAIRE","CoDublin",1050000,"SecondHand Property"
"20 VESEY PLACE, DUN LAOGHAIRE, ","CoDublin",1160000,"SecondHand Property"
"206 CROSBIES YARD, OSSORY RD, ","D3",310000,"SecondHand Property"
"21 FOXFIELD GROVE, RAHENY, ","D5",5e+05,"SecondHand Property"
"21 SOUTH DOCK ST, RINGSEND, ","D4",4e+05,"SecondHand Property"
"222 SUNDRIVE RD, CRUMLIN, 2","D12",456000,"SecondHand Property"
"23 CHURCH GARDENS, RATHMINES, ","D6",480000,"SecondHand Property"
"236 MOURNE RD, DRIMNAGH, 2","D12",250000,"SecondHand Property"
"24 HOLYWELL GROVE, HOLYWELL SWORDS, FELTRIM HALL","CoDublin",275000,"SecondHand Property"
"25 THE PARK, LARCH HILL, SANTRY","CoDublin",213000,"SecondHand Property"
"27 SWEETMOUNT AVE, DUNDRUM, 4","D14",695000,"SecondHand Property"
"29 KILLEEN AVENUE, MALAHIDE, ","CoDublin",675000,"SecondHand Property"
"291 BRANDON RD, DRIMNAGH, 2","D12",295000,"SecondHand Property"
"32 SERPENTINE PARK, BALLSBRIDGE, ","D4",1275000,"SecondHand Property"
"38 GLENBEIGH RD, CABRA, ","D7",395000,"SecondHand Property"
"4 DRYSDALE CLOSE, AYLESBURY, 4","D24",370000,"SecondHand Property"
"4 THE CONCERT BUILDING, PARK WEST POINTE, YEATS WAY 2","D12",234000,"SecondHand Property"
"41 CARNDONAGH RD, DONAGHMEDE, 3","D13",330000,"SecondHand Property"
"41 GRANGE HOUSE, TAYLORS HILL, RATHFARNHAM 4","D16",235000,"SecondHand Property"
"41 KINCORA COURT, CLONTARF, ","D3",485000,"SecondHand Property"
"44 Stillorgan Gate, Upper Kilmacud Road, Stillorgan","CoDublin",524229,"NewProperty"
"46 BROOKLAWN AVE, BLACKROCK","CoDublin",460000,"SecondHand Property"
"5 CASTLECHURCH RISE, NEWCASTLE","CoDublin",312775.33,"NewProperty"
"508 COLLINS AVE, WHITEHALL, ","D9",375000,"SecondHand Property"
"54, LANDSDOWNE WOOD, ","CoDublin",1175000,"SecondHand Property"
"58 Ardsolus, Old Naas Road, Brownsbarn","CoDublin",308370,"NewProperty"
"6 ALBERT COLLEGE LAWN, GLASNEVIN, ","D9",467000,"SecondHand Property"
"8 CHERRY PARK, RATHINGLE, SWORDS","CoDublin",360000,"SecondHand Property"
"8 CLARINDA COURT, CLARINDA PARK WEST, DUN LAOGHAIRE","CoDublin",410000,"SecondHand Property"
"8 Dodderbrook Glade, Ballycullen, Dublin","CoDublin",352423,"NewProperty"
"8 GLENBOURNE WAY, LEOPARDSTOWN VALLEY, 8","D18",480000,"SecondHand Property"
"8 LORETO AVE, RATHFARNHAM, 4","D14",330000,"SecondHand Property"
"8 WOODBROOK PARK, TEMPLEOGUE, 6","CoDublin",710000,"SecondHand Property"
"9 ELLENSBOROUGH DOWNS, KILTIPPER, 4","D24",327000,"SecondHand Property"
"93 BELARMINE PLAZA, STEPASIDE, 8","D18",220000,"SecondHand Property"
"99 BEAUMONT RD, BEAUMONT","D9",335000,"SecondHand Property"
"ANNAGHKEEN, LEOPARDSTOWN RD, FOXROCK 8","D18",3200000,"SecondHand Property"
"APARTMENT 1 THE COURTYARD, NORTH GREAT GEORGES STREET, ","CoDublin",291000,"SecondHand Property"
"APT 12 GREYGATES, ROEBUCK AVENUE, MOUNT MERRION","CoDublin",572687.22,"NewProperty"
"APT 21 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 22 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 23 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 24 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 25 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 26 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 27 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246528.57,"SecondHand Property"
"APT 28 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 29 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 30 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 31 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 32 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 32, 52 MOUNTJOY SQ SOUTH, ","D1",160000,"SecondHand Property"
"APT 33 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 34 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 35 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 36 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 37 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 38 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 39 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 40 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 41 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246528.57,"SecondHand Property"
"APT 42 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 43 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 44 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 45 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 46 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 47 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"APT 48 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","D24",246428.57,"SecondHand Property"
"EVANS LODGE, KILLOSSERY, SWORDS","CoDublin",565000,"SecondHand Property"
"1 Cnoc Dubh Crescent, Ballyboughal, ","CoDublin",317180,"NewProperty"
"1 HEATH SQ, MCKEE AVE, 1","D11",280000,"SecondHand Property"
"1 THE VILLAGE, NEW BETTYGLEN, WATERMILL ROAD RAHENY","CoDublin",423000,"SecondHand Property"
"10 OLD PODDLE PARK, KIMMAGE, 2","CoDublin",421000,"SecondHand Property"
"106 MCKEE ROAD, FINGLAS, 1","CoDublin",199000,"SecondHand Property"
"11 BLACKGLEN HEATH, BELMONT, AIKENS VILLAGE  STEPASIDE","CoDublin",469000,"SecondHand Property"
"11 TRIMLESTON AVE, BOOTERSTOWN","CoDublin",740000,"SecondHand Property"
"12 13  14 & 15, Stanford House, Westminster Road","CoDublin",1894273,"NewProperty"
"12 Somerton Crescent, Newcastle Road, lucan","CoDublin",493392.07,"NewProperty"
"12 THE OLD DISTILLERY, BERESFORD STREET, ","CoDublin",295000,"SecondHand Property"
"121 GRANGE RD, RATHFARNHAM, 4","D14",581000,"SecondHand Property"
"124 DOWLAND RD, WALKINSTOWN, 2","D12",335000,"SecondHand Property"
"128 OXMANTOWN RD, ","D7",380000,"SecondHand Property"
"13 ABBEYWOOD CRESCENT, LUCAN","CoDublin",310000,"SecondHand Property"
"13 CASTLEGRANGE ROW, CASTAHEANY, 5","D15",269000,"NewProperty"
"13 CHURCH PARK COURT, ","CoDublin",325000,"SecondHand Property"
"13 LEINSTER ST NORTH, PHIBSBOROUGH","D7",455000,"SecondHand Property"
"131 BANNOW RD, CABRA WEST, ","D7",268000,"SecondHand Property"
"132 CROMWELLSFORT RD, WALKINSTOWN, 2","D12",412000,"SecondHand Property"
"14 Cedarview, Northwood, Santry","CoDublin",409691,"NewProperty"
"14 DRUMMARTIN PARK, DUNDRUM, 4","D14",550000,"SecondHand Property"
"14 GROVE RD, FINGLAS EAST, 1","D11",415000,"SecondHand Property"
"14 MOYLARAGH MEWS, BALBRIGGAN","CoDublin",162500,"SecondHand Property"
"14 OVOCA RD, ","D8",690000,"SecondHand Property"
"14 RICHMOND RD, DRUMCONDRA, ","D3",465000,"SecondHand Property"
"14 Somerton Lawns, Newcastle Road, Lucan","CoDublin",308370.04,"NewProperty"
"15 CASTLEGRANGE LAWN, CLONDALKIN, 2","D22",207470.01,"SecondHand Property"
"15 CORBAWN CLOSE, SHANKILL, 8","D18",550000,"SecondHand Property"
"15 KELLYS BAY MOORINGS, SKERRIES","CoDublin",270213,"SecondHand Property"
"158 BROADMEADOWS, SWORDS","CoDublin",330000,"SecondHand Property"
"15A BEECHLAWN GREEN, ARTANE, ","D5",392000,"SecondHand Property"
"162 BLOCK D BELFRY HALL, CITYWEST RD, 4","D24",214000,"SecondHand Property"
"17 HOMELAWN DRIVE, TALLAGHT, 4","D24",249000,"SecondHand Property"
"172 MCKEE AVE, FINGLAS, 1","D11",307500,"SecondHand Property"
"176 RATHFARNHAM RD, RATHFARNHAM, 4","D14",760000,"SecondHand Property"
"179 MANGERTON ROAD, DRIMNAGH, 2","D12",260000,"SecondHand Property"
"18 CARYSFORT PARK, BLACKROCK","CoDublin",764000,"SecondHand Property"
"18 FLEURVILLE, BLACKROCK","CoDublin",485000,"SecondHand Property"
"18 GREENVILLE AVE, THE TENTERS, SOUTH CIRCULAR RD","D8",470000,"SecondHand Property"
"18 ODONOGHUE ST, INCHICORE, ","D8",175000,"SecondHand Property"
"18 SMITHFIELD GATE, ","D7",257000,"SecondHand Property"
"19 MARYFIELD CRESCENT, ARTANE, ","CoDublin",4e+05,"SecondHand Property"
"19 TYRECONNEL, INCHICORE","D8",345000,"SecondHand Property"
"2 1 BEAUMOUNT HOUSE, TERENURE ROAD EAST, ","CoDublin",420000,"SecondHand Property"
"2 Castlechurch Rise, Newcastle","CoDublin",312775,"NewProperty"
"2 RATHBORNE SQUARE, RATHBORNE, ASHTOWN","D15",330396.47,"NewProperty"
"2 Somerton Way, Newcastle Road, Lucan","CoDublin",370000,"NewProperty"
"22 THE WAY, HUNTERS RUN, NAVAN RD 5","D15",350000,"SecondHand Property"
"24 HOLYWELL GROVE, HOLYWELL SWORDS, FELTRIM HALL","CoDublin",385000,"SecondHand Property"
"248 CASTLEFORBES SQ,  CITY","D1",3e+05,"SecondHand Property"
"26 FAICHE CHNOC NA PAIRCE, CILL NA MANACH, TAMHLACHT","D24",315000,"SecondHand Property"
"26 ST KEVINS RD, PORTOBELLO, ","D8",695000,"SecondHand Property"
"27 ST JARLATH ROAD, CABRA, ","D7",270000,"SecondHand Property"
"29 COULSON AVENUE, RATHGAR, ","D6",462500,"SecondHand Property"
"3 COLMCILLE COURT, SWORDS, ","CoDublin",110000,"SecondHand Property"
"3 DURSEY ROW, BLANCHARDSTOWN, 5","D15",223000,"SecondHand Property"
"3 Muileann Mews, Kettle's Lane, Kinsealy","CoDublin",299559.47,"NewProperty"
"3 THE PARK, GRANGE MANOR, LUCAN","CoDublin",380000,"SecondHand Property"
"31 MOUNTJOY ST, ","D7",420000,"SecondHand Property"
"32 Ardsolus, Old Naas Road, Brownsbarn","CoDublin",299559.47,"NewProperty"
"33 CASEMENT GROVE, FINGLAS WEST, 1","D11",245000,"SecondHand Property"
"33 Somerton Way, Newcastle Road, Lucan","CoDublin",396475.77,"NewProperty"
"34 Royal Canal Avenue, Royal Canal Park, Ratoath Road","CoDublin",427312,"NewProperty"
"35 BALLINTYRE DOWNS, BALLINTEER AVE, 6","D16",520000,"SecondHand Property"
"35 TEMPLE LAWNS, NORTHWOOD PARK, SANTRY ","D9",306000,"SecondHand Property"
"35 WOODFORD DOWNS, CLONDALKIN, 2","D22",212000,"SecondHand Property"
"36 EMERALD SQ, CORK ST, ","D8",235000,"SecondHand Property"
"36 LITTLEWOOD, STEPASIDE","D18",320000,"SecondHand Property"
"37 MOUNT PROSPECT PARK, CLONTARF, ","D3",675000,"SecondHand Property"
"37 RATHMINES TOWN CENTRE, LOWER RATHMINES RD, ","D6",320000,"SecondHand Property"
"38 GRATTAN LODGE, BALGRIFFIN, 3","D13",445000,"SecondHand Property"
"4 ST COLMCILLE CT, SWORDS","CoDublin",110000,"SecondHand Property"
"40 CROTTY AVE, WALKINSTOWN, 2","D12",330000,"SecondHand Property"
"40 Hazelbrook, Kinsealy Lane, Malahide","CoDublin",814978,"NewProperty"
"42 LEINSTER ST, PHIBSBOROUGH, ","D7",465000,"SecondHand Property"
"43 CASTLELAND PARKWAY, BALBRIGGAN","CoDublin",255175,"NewProperty"
"48 B SEVEN OAKS, SARSFIELD RD, INCHICORE ","D10",175000,"SecondHand Property"
"48 CHANDLER BUILDING, THE VILLAGE, RATHBORNE ASHTOWN 5","D15",364000,"SecondHand Property"
"48 FURRY PARK COURT, HOWTH RD, KILLESTER","D5",429500,"SecondHand Property"
"5 TYRCONNELL PLACE, TYRCONNELL RD, INCHICORE ","D8",3e+05,"SecondHand Property"
"50 BANCROFT PARK, TALLAGHT, 4","D24",470000,"SecondHand Property"
"50 SAUL RD, CRUMLIN, 2","D12",212000,"SecondHand Property"
"53 CARNDONAGH PARK, DONAGHMEDE, 3","D13",330000,"SecondHand Property"
"54 CEDAR BROOK AVENUE, CHERRY ORCHARD, 0","D10",230000,"SecondHand Property"
"56 CHAPELGATE, ST ALPHONSUS RD, DRUMCONDRA ","D9",465000,"SecondHand Property"
"56 CROMLECH FIELDS, BALLYBRACK","CoDublin",345000,"SecondHand Property"
"56 HAMPTON PARK, ST HELENS WOOD, BOOTERSTOWN","CoDublin",8e+05,"SecondHand Property"
"6 MOUNT PROSPECT GROVE, CLONTARF, ","D3",597000,"SecondHand Property"
"6 STONEPARK ABBEY, RATHFARNHAM, ","D14",580000,"SecondHand Property"
"6 The Ropery, South Lotts Road, ","D4",643171,"NewProperty"
"60 UPPER DRUMCONDRA RD, DRUMCONDRA, ","D9",550000,"SecondHand Property"
"64 RATHDOWN RD, PHIBSBOROUGH, ","D7",550000,"SecondHand Property"
"66 Barnwell Woods, Hansfield, 5","D15",290748.9,"NewProperty"
"67 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK 5","D15",375000,"SecondHand Property"
"69 BELVILLE, CASTLEKNOCK, 5","D15",333000,"SecondHand Property"
"7 BELARMINE GROVE, BELARMINE WOODS, STEPASIDE","CoDublin",487500,"SecondHand Property"
"7 Newlands Grove, Knockmeenagh Road, Clondalkin","D22",427312.78,"NewProperty"
"70 BELVILLE, CASTLEKNOCK, 5","D15",333000,"SecondHand Property"
"70 GREENTREES RD, TERENURE, 2","D12",490000,"SecondHand Property"
"70 WOOD AVENS LUCAN RD, CLONDALKIN 2","D22",2e+05,"SecondHand Property"
"75 IVY COURT, BEAUMONT WOODS, BEAUMONT ","D9",190000,"SecondHand Property"
"77 PATRICK ST, DUN LAOGHAIRE, ","CoDublin",510000,"SecondHand Property"
"78 ANALLY GROVE ONGAR, CLONSILLA 5","D15",166200,"SecondHand Property"
"8  Muileann Mews, Kettle's Lane, Kinsealy","CoDublin",308371.23,"NewProperty"
"8 GRANBY HALL, GRANBY ROW, ","D1",225000,"SecondHand Property"
"8 LARKFIELD AVE, LUCAN","CoDublin",335000,"SecondHand Property"
"8 THE WILLOW, STEPASIDE, PARKVIEW APPARTMENTS 8","D18",320000,"SecondHand Property"
"86 SHREWSBURY, SHREWBURY PARK, MERRION ROAD BALLSBRIDGE","CoDublin",530000,"SecondHand Property"
"88 CHAPEL GATE, BALBRIGGAN","CoDublin",250000,"SecondHand Property"
"88 TOLKA RD, CLONLIFFE RD, ","D3",3e+05,"SecondHand Property"
"9 KINVARA GROVE, NAVAN RD, ","D7",450000,"SecondHand Property"
"9 MILL RACE CRESCENT, SAGGART","D24",225000,"SecondHand Property"
"9 THE OAKS, GROVE HOUSE, MILLTOWN ","D14",705000,"SecondHand Property"
"9 WHITE CHURCH ABBEY, RATHFARNHAM, 4","D14",472500,"SecondHand Property"
"99 THE DALE, HEIGHTS, TALLAGHT 4","D24",250000,"SecondHand Property"
"APT 1 54, CAPEL ST, ","D15",290000,"SecondHand Property"
"APT 10, 33 MOUNTJOY SQ, ","D1",206000,"SecondHand Property"
"APT 19 MERIDIAN COURT, ROYAL CANAL PARK, 5","D15",270000,"SecondHand Property"
"APT 1, 55 CAPEL ST, ","D1",290000,"SecondHand Property"
"APT 21, 59 PEMBROOK RD, BALLSBRIDGE ","D4",520000,"SecondHand Property"
"APT 22, BRIDGEWATER HALL, ","D1",184000,"SecondHand Property"
"APT 24, ST PATRICKS COURT, CLANBRASSIL ST ","D8",310000,"SecondHand Property"
"APTMENT  48, HARBOUR MASTER SQUARE, IFSC DUBLIN1","D1",345000,"SecondHand Property"
"COOLATRATH, THE WARD","D11",380000,"SecondHand Property"
"CORRS LANE SANDY HILLS, RUSH","CoDublin",350000,"SecondHand Property"
"GLENCREE, 60 KNOCKLYON ROAD, 6","CoDublin",575000,"SecondHand Property"
"ROCKMOUNT, 2 WILLOW GROVE, CORNELSCOURT 8","D18",790000,"SecondHand Property"
"TURNBERRY, KERRYMOUNT AVE, FOXROCK 8","D18",3100000,"SecondHand Property"
"TWAYBLADE, BALLYEDMONDUFF ROAD, STEPASIDE","D18",820000,"SecondHand Property"
"Unit 9, Rathbourne Vale, Rathbourne","D15",325991,"NewProperty"
"11 THE GREEN, MILLERS GLEN, SWORDS","CoDublin",385000,"SecondHand Property"
"27 HANSTED WAY, LUCAN","CoDublin",292000,"SecondHand Property"
"68 MOUNT ALBANY, NEWTOWNPARK AVE, BLACKROCK","CoDublin",540000,"SecondHand Property"
"12 CASTLEGRANGE ROW, CASTAHEANY, 5","D15",258000,"SecondHand Property"
"1 Stone Masons Court, Fortunestown Lane, Citywest","CoDublin",377945.27,"NewProperty"
"10 CASTLE LAWNS, KILGOBBIN WOODS, 8","D18",295000,"SecondHand Property"
"10 Stone Masons Court, Fortunestown Lane, Citywest","CoDublin",357145.27,"NewProperty"
"10 WILLINGTON GROVE, TEMPLEOGUE, W","CoDublin",412000,"SecondHand Property"
"104 TYRCONNELL ROAD, INCHICORE, ","D8",225000,"SecondHand Property"
"11 Stone Masons Court, Fortunestown Lane, City West","CoDublin",357145.27,"NewProperty"
"11 THE PINES, FRENCH PARK, TYRELLSTOWN","CoDublin",2e+05,"SecondHand Property"
"12 Cnoc Dubh Lawn, Ballyboughal","CoDublin",524229,"NewProperty"
"12 Stone Masons Court, Fortunestown Lane, City West","CoDublin",351945.27,"NewProperty"
"13 GOLDSTONE COURT, CLOGHER RD, 2","D12",240000,"SecondHand Property"
"13 MARETIMO HOUSE, MARETIMO GARDENS EAST, BLACKROCK","CoDublin",386000,"SecondHand Property"
"14 Beechwood, Kinsealy Woods, Chapel Road  Kinsealy","CoDublin",411233,"NewProperty"
"14 CRAIGFORD AVE, KILLESTER, ","D5",427000,"SecondHand Property"
"15 BEECHWALK, SCHOLARSTOWN RD, RATHFARNHAM 4","D16",350000,"SecondHand Property"
"15 CHARLEVILLE MALL, NORTH STRAND, ","D1",350000,"SecondHand Property"
"15 PORTSIDE COURT, EAST WALL, ","D3",302500,"SecondHand Property"
"157 EMMET RD, INCHICORE, ","D8",4e+05,"SecondHand Property"
"158 BALLINCLEA HEIGHTS, KILLINEY","CoDublin",610000,"SecondHand Property"
"16 BERYSTEDE, LEESON PARK, RANELAGH","D6",285000,"SecondHand Property"
"169 WINDMILL RD, CRUMLIN, 2","D12",290000,"SecondHand Property"
"17 ARDAGH PARK, BLACKROCK, ","CoDublin",618000,"SecondHand Property"
"19 THE WAY, SKERRIES ROCK","CoDublin",296000,"SecondHand Property"
"2 RAMLEH PARK, MILLTOWN, ","D6",775000,"SecondHand Property"
"2 Stone Masons Court, Fortunestown Lane, Citywest","CoDublin",383145.27,"NewProperty"
"20 THE GROVE, GRANGE MANOR, LUCAN","CoDublin",353000,"SecondHand Property"
"21 CILL EANNA, RAHENY, ","D5",545000,"SecondHand Property"
"21 GLASNEVIN AVENUE, 1","D11",470000,"SecondHand Property"
"21 Shackleton Square, Shackleton Park, Lucan","CoDublin",356828,"NewProperty"
"22 Ely Square, Nutgrove Avenue, Rathfarnham","D14",590308,"NewProperty"
"23 STRADBROOK LAWN, BLACKROCK","CoDublin",985000,"SecondHand Property"
"24 NEWBROOK RD, DONAGHMEDE, 3","D13",407000,"SecondHand Property"
"3 BROADFIELD CLOSE, BROADFIELD MANOR, RATHCOOLE","D24",213000,"SecondHand Property"
"3 ROCKVILLE CRESCENT, BLACKROCK","CoDublin",525000,"SecondHand Property"
"3 Rockville Woods, Rockville, Glenamuck Road","CoDublin",458150,"NewProperty"
"3 Stone Masons Court, Fortunestown Lane, Citywest","CoDublin",388145.27,"NewProperty"
"3 Terenure Gate, Terenure Road West, Dublin","D6",722466.96,"NewProperty"
"31 EARLSFORT MEADOWS, LUCAN","CoDublin",267000,"SecondHand Property"
"319 PREMIER SQ, FINGLAS RD, GLASNEVIN 1","D11",231000,"SecondHand Property"
"32 COLLEGE PARK WAY, DUNDRUM 6","D16",610000,"SecondHand Property"
"353 BLACKHOUSE AVE, PHOENIX PARK, ","D7",2175000,"SecondHand Property"
"39 BANGOR RD, CRUMLIN, 2","D12",235000,"SecondHand Property"
"4 MUCKROSS PARK, PERRYSTOWN, 2","D12",416000,"SecondHand Property"
"4 SEAGRAVE, THE LINKS, PORTMARNOCK","CoDublin",275000,"SecondHand Property"
"4 Stone masons Court, Fortunestown lane, Citywest","CoDublin",308602,"NewProperty"
"47 Shackleton Drive, Shackleton Park, Lucan","CoDublin",374449,"NewProperty"
"48 CLOONMORE AVE, TALLAGHT, 4","D24",265000,"SecondHand Property"
"48 STRATTON WALK, ADAMSTOWN SQUARE, ADAMSTOWN","CoDublin",310000,"SecondHand Property"
"49 FAIRWAYS, RATHFARNHAM, 4","D14",618000,"SecondHand Property"
"5 Cnoc Dubh Lawn, Ballyboughal, ","CoDublin",462555,"NewProperty"
"5 Stone Masons Court, Fortunestown Lane, Citywest","CoDublin",351945.27,"NewProperty"
"5 WAINSFORT MANOR GREEN, WAINSFORT RD, TERENURE W","CoDublin",637500,"SecondHand Property"
"50 ST MARGARETS RD, HAMPTON WOOD, FINGLAS 1","D11",280000,"SecondHand Property"
"537 CARNLOUGH RD, CABRA, ","D7",350000,"SecondHand Property"
"55 LLEWELLYN WAY, RATHFARNHAM, 6","D16",410000,"SecondHand Property"
"58 SOUTH PARK, FOXROCK, 8","D18",630000,"SecondHand Property"
"5A Ballycullen Green, Oldcourt Road, Ballycullen","CoDublin",347449,"NewProperty"
"6 Muilleann Mews, Kettle's Lane, Kinsealy","CoDublin",349998.81,"NewProperty"
"6 OLD COACH RD, BALROTHERY, BALBRIGGAN","CoDublin",186000,"SecondHand Property"
"6 Stone Masons Court, Fortunestown Lane, Citywest","CoDublin",351945.27,"NewProperty"
"64 KNOCKNAREA AVE, DRIMNAGH, 2","D12",323000,"SecondHand Property"
"67  SEABROOK, BROOK LANE, RUSH","CoDublin",285000,"SecondHand Property"
