Address	PostCode	Price	PropertyType
"135 TEMPLEOGUE RD, TERENURE, W"	CoDublin	1201000	SecondHand Property
"148 GLASNEVIN AVE, 1"	D11	490000	SecondHand Property
"16 TUSCANY DOWNS, RAHENY, "	D5	375000	SecondHand Property
"17 LAMBOURNE VILLAGE, CLONTARF, "	D3	360000	SecondHand Property
"17 SWEEPSTAKES, BALLSBRIDGE PARK, BALLSBRIDGE "	D4	487000	SecondHand Property
"24 DUNDRUM WOOD, BALLINTEER ROAD, DUNDRUM"	CoDublin	480000	SecondHand Property
"26 LARKFIELD WAY, CLAY FARM, LEOPARDSTOWN"	D18	536300	NewProperty
"26 Rathborne Walk, Rathborne, Ashtown"	D15	339200	NewProperty
"27 Beechwood Heath, Beechwood, Hansfield"	CoDublin	374449.33	NewProperty
"27 FORTFIELD PARK, TERENURE, W"	CoDublin	1005000	SecondHand Property
"29 PARK COURT, PARK AVENUE, SANDYMOUNT"	D4	443000	SecondHand Property
"37 SUNCROFT PARK, MOUNTAIN VIEW, TALLAGHT 4"	D24	210000	SecondHand Property
"38 BUNBURY GATE AVE, SWORDS"	CoDublin	352000	SecondHand Property
"39 CASSIAN COURT NORTH, ROYAL CANAL PARK, RATOATH RD 5"	D7	246696	NewProperty
"40 TEMPLEMORE AVENUE, RATHGAR, "	D6	832000	SecondHand Property
"42 AVE MARIA ROAD, MARYLAND, "	D8	228000	SecondHand Property
"44 REDMILL APTS, BRUNSWICK ST NORTH, "	D7	300000	SecondHand Property
"48 SHREWSBURY LAWN, CABINTEELY, 8"	D18	628000	SecondHand Property
"48 SUMMERVILLE, CLONTARF, "	D3	840000	SecondHand Property
"5 KINGS HALL, PHIBSBOROUGH RD, PHIBSBOROUGH "	D7	260000	SecondHand Property
"53 Adamstown Park, St. Helen's, Adamstown"	CoDublin	299559.47	NewProperty
"55 Adamstown Park, St. Helen's, Adamstown"	CoDublin	299560	NewProperty
"56 PARK LAWN, CLONTARF, "	D3	660000	SecondHand Property
"57 Ardilaun Court, Sybil Hill Road, Raheny"	D5	356828	NewProperty
"64 DEAN SWIFT RD, 1"	D11	375000	SecondHand Property
"7 THE LODGE, SEABROOK MANOR, PORTMARNOCK"	D13	275000	SecondHand Property
"73 NORTH CIRCULAR ROAD, "	D7	650000	SecondHand Property
"9 AIRPARK RISE, STOCKING LANE, RATHFARNHAM 6"	D16	455000	SecondHand Property
"9 TEMPLE MANOR GROVE, GREENHILLS, 2"	D12	520000	SecondHand Property
"APARTMENT 16, BLOCK 4, GALLERY QUAY"	CoDublin	425000	SecondHand Property
"apartment 33 stillorgan Gate, kilmacud road, stillorgan"	CoDublin	396475	NewProperty
"APT 41, FITZWILLIAM POINT, FITZWILLIAM QUAY "	D4	410000	SecondHand Property
"BALROY, CARPENTERSTOWN RD, CASTLEKNOCK 5"	D15	2500000	SecondHand Property
"1 VIOLET HILL PARK, GLASNEVIN, 1"	CoDublin	425000	SecondHand Property
"10 CLANBRASSIL ST LOWER, CIRCULAR RD SOUTH, "	D8	370000	SecondHand Property
"106 CLIFDEN COURT, ELLIS QUAY, "	D7	200000	SecondHand Property
"12 ARDMORE DR, ARTANE, "	D5	351000	SecondHand Property
"12 CLOISTER GROVE, BLACKROCK"	CoDublin	650000	SecondHand Property
"12 the green, station manor, station road"	CoDublin	418502	NewProperty
"13 ALEXANDRA COURT, WOODLINE TERRACE, DUNDRUM 4"	D14	365000	SecondHand Property
"13 TOLKA COTTAGES, FINGLAS RD OLD, GLASNEVIN 1"	D11	440000	SecondHand Property
"16 BEECHFIELD HAVEN, SHANKILL"	D18	290000	SecondHand Property
"18 TALBOT DOWNS, CASTLEKNOCK, 5"	D15	570000	SecondHand Property
"1A WHEATFIELD GROVE, PORTMARNOCK"	D13	530000	SecondHand Property
"20 COURT VIEW, CASTLE AVE, CLONTARF "	D3	450000	SecondHand Property
"20 GEOFFREY KEATING RD, SOUTH CIRCULAR RD, "	D8	395000	SecondHand Property
"201B HAMPTON LODGE, GRACEPARK RD, DRUMCONDRA"	D9	265000	SecondHand Property
"23 TEMPLE HILL, TERENURE RD WEST, TERENURE W"	CoDublin	330000	SecondHand Property
"23 TIR CONNELL GROVE, INCHICORE, "	D8	260000	SecondHand Property
"25 MCKEE AVE, FINGLAS EAST, 1"	D11	330000	SecondHand Property
"26 KINGSLAND PARK AVE, PORTOBELLO"	D8	640000	SecondHand Property
"27 DRURY HALL, LOWER STEPHENS ST, "	D2	413000	SecondHand Property
"27A RAITHLIN ROAD, DRUMCONDRA, "	CoDublin	495000	NewProperty
"28 Ashfield Avenue, Ridgewood, Swords"	CoDublin	383259	NewProperty
"29 MONTPELIER GARDENS, PHOENIX PARK, "	D7	415000	SecondHand Property
"3  Glaslinn, Portrane Road, Donabate"	CoDublin	365639	NewProperty
"3 CRUISE PARK WALK, TYRRELSTOWN, 5"	D15	280000	SecondHand Property
"3 Elder Heath Meadows, Elder Heath, Kiltipper Road"	D24	290749	NewProperty
"31A Coolamber Court, Knocklyon, 6"	D16	485000	NewProperty
"32 Millers Avenue, Millers Glen, Swords"	CoDublin	328335.91	NewProperty
"34 FERNDALE AVE, BALLYGALL, 1"	D11	200000	SecondHand Property
"34 MARYSFIELD CRESANT, ARTANE, "	D5	327500	SecondHand Property
"36 BELFRY RD, CITYWEST, 4"	D24	146500	SecondHand Property
"39 LEINSTER RD, RATHMINES "	D6	180000	SecondHand Property
"4 Longview Square, Millers Glen, Swords"	CoDublin	319525.33	NewProperty
"4 WOODLANDS, PORTMARNOCK"	D13	505000	SecondHand Property
"42 CASTLEMILL, BALBRIGGAN"	CoDublin	126000	SecondHand Property
"45 Adamstown Park, St. Helen's, Adamstown"	CoDublin	299559	NewProperty
"45 WATERLOO ROAD, BALLSBRIDGE, "	D4	1600000	SecondHand Property
"5 BEVERLY RISE, KNOCKLYON, 6"	D16	430000	SecondHand Property
"53 THE PARK, KINGSWOOD HEIGHTS, 4"	D24	370000	SecondHand Property
"57 Longview Mews, Millers Glen, Swords"	CoDublin	286185.01	NewProperty
"57 THE WEAVERS, SOUTH EARL ST, "	D8	201000	SecondHand Property
"60 LEINSTER PARK, HAROLDS CROSS, W"	CoDublin	695000	SecondHand Property
"63 Adamstown Park, St. Helen's, Adamstown"	CoDublin	301762	NewProperty
"7 BECTIVE SQ, PHIBSBOROUGH RD, PHIBSBOROUGH "	D7	248000	SecondHand Property
"7 PETTY LANE, Sandymount, "	D4	1079295	NewProperty
"71A WOODAVENS, CLONDALKIN, 2"	D22	225000	SecondHand Property
"8 FRANKFORT COURT, DUNDRUM, 4"	D14	505000	SecondHand Property
"84 Hawthorns Road, Wedgewood, Sandyford"	D16	415000	SecondHand Property
"84 ST BRENDANS AVE, COOLOCK, "	D5	362000	SecondHand Property
"9 Brambledown, Glenamuck Road, Carrickmines"	D18	616740	NewProperty
"91 RINGSEND PARK, RINGSEND, "	D4	420000	SecondHand Property
"93 GLASLYN, HOWTH RD"	D3	340000	SecondHand Property
"APARTMENT 27, ONGAR LODGE, ONGAR"	CoDublin	248000	SecondHand Property
"APARTMENT 67, ARDILAUN COURT, SYBIL HILL ROAD"	D5	374444	NewProperty
"APT 133, 109 PARNELL ST"	D1	210000	SecondHand Property
"APT 1, 101 GROVE PARK, RATHMINES "	D6	375000	SecondHand Property
"APT 502 CUBE 2, BEACON SOUTH QUARTER, SANDYFORD 8"	D18	255000	SecondHand Property
"APT 8, CHAMBERLAIN COURT, RICHMOND AVE "	D3	300000	SecondHand Property
"TORCA, ELTON PARK, SANDYCOVE"	CoDublin	2600000	SecondHand Property
"1 AILESBURY GROVE, BALLSBRIDGE, "	CoDublin	1199000	SecondHand Property
"10 CARBERRY RD, GRIFFITH AVE, DRUMCONDRA "	D9	435000	SecondHand Property
"106 CROMWELLSFORT RD, WALKINSTOWN, 2"	D12	485000	SecondHand Property
"116 DEAN SWIFT RD, GLASNEVIN, 1"	D11	330000	SecondHand Property
"12 NEWBURY AVE, CLONSHAUGH, 7"	D17	320000	SecondHand Property
"12 OMOORE RD, BALLYFERMOT, 0"	D10	300000	SecondHand Property
"124 KENNELSFORT RD, PALMERSTOWN, 0"	D20	150000	SecondHand Property
"14 Beechwood Heath, Beechwood, Hansfield"	D15	370044.05	NewProperty
"14 BROOKVALE, OLD CUCAN RD, LUCAN"	CoDublin	335000	SecondHand Property
"14 EAGLEWOOD, ROCHESTOWN AVE, DUN LAOGHAIRE"	CoDublin	385000	SecondHand Property
"14 MOREHAMPTON MEWS, MOREHAMPTON RD, DONNYBROOK "	D4	372000	SecondHand Property
"140 MOUNT PROSPECT AVE, DOLLYMOUNT, "	D3	898000	SecondHand Property
"15 CAIRNWOOD COURT, BELGARD, 4"	D24	242500	SecondHand Property
"15 GRACEPARK MANOR, DRUMCONDRA, "	D9	330000	SecondHand Property
"16 CASTLE LAWNS, KILGOBBIN WOODS, 8"	D18	300000	SecondHand Property
"160 BEAUMONT RD, BEAUMONT, "	D9	380000	SecondHand Property
"17 MONTROSE GROVE, ARTANE, "	D5	370000	SecondHand Property
"17 STEPASIDE PARK, STEPASIDE, 8"	D18	760000	SecondHand Property
"183 DOWNPATRICK RD, CRUMLIN, 2"	D12	142500	SecondHand Property
"19 AIKENHEAD TERRACE, IRISHTOWN, "	D4	140000	SecondHand Property
"19 Grangeabbey, Abbey Road, Monkstown"	CoDublin	555066.07	NewProperty
"197 CRUISE PARK DR, TYRELLSTOWN, 5"	D15	162000	SecondHand Property
"2 Dodderbrook Walk, Dodderbrook, Oldcourt Road"	D24	350221	NewProperty
"2 Shackleton Lodge, Shackleton Park, Lucan"	CoDublin	308370	NewProperty
"2 TOWER HILL, HARBOUR RD, DALKEY"	CoDublin	1600000	SecondHand Property
"20 WHITETHORN WALK, CARRIGLEA DOWNS, DUN LAOGHAIRE"	CoDublin	550000	SecondHand Property
"22 LANDSDOWNE PARK, KNOCKLYON, 6"	D16	595000	SecondHand Property
"22 WOODFIELD TERRACE, SARSFIELD RD, INCHICORE"	D10	395000	SecondHand Property
"229 TEMPLEOGUE RD, TEMPLEOGUE, W"	CoDublin	850000	SecondHand Property
"249 SWORDS RD, SANTRY, "	D9	391000	SecondHand Property
"26 RIVERBANK, RATHFARNHAM, "	D14	220000	SecondHand Property
"2A VERNON COURT, CLONTARF ROAD, "	D3	345000	SecondHand Property
"3 DROMEEN AVE, "	D9	395000	SecondHand Property
"3 RICHMOND HILL, MONKSTOWN, "	CoDublin	1750000	SecondHand Property
"30 CHARLESTOWN AVE, CHARLESTOWN, ST MARGARET RD 1"	D11	250000	SecondHand Property
"30 ORWELL PARK RISE, TEMPLEOGUE, W"	CoDublin	460000	SecondHand Property
"32 VILLIERS RD, RATHGAR, "	D6	1430000	SecondHand Property
"34 MOYLARAGH AVE, BALBRIGGAN"	CoDublin	220000	SecondHand Property
"35 GROSVENOR PLACE, RATHMINES, "	D6	615000	SecondHand Property
"351 NAVAN RD, "	D7	510000	SecondHand Property
"38 CLOYNE RD, KIMMAGE, 2"	D12	281000	SecondHand Property
"38 Rathborne Walk, Royal Canal Bank, Ratoath Road"	D15	339207.05	NewProperty
"4 BELARMINE CLOSE, STEPASIDE, 8"	D18	535000	SecondHand Property
"4 CAMBRIDGE TERRACE, RANELAGH, "	D6	10000	SecondHand Property
"4 Grace Park Row, Grace Park Wood, Grace Park Road"	D9	600000	NewProperty
"41 Eustace Court, Cualanor, Upper Glenageary"	CoDublin	471365	NewProperty
"42 TORQUAY WOOD, LEOPARDSTOWN, 8"	D18	802500	SecondHand Property
"43 KILTIPPER GATE, TALLAGHT, "	CoDublin	207000	SecondHand Property
"44 BEAUVALE PARK, ARTANE, "	D5	325000	SecondHand Property
"44 Larkfield Health, Clayfarm, Leopardstown"	D18	528634.36	NewProperty
"46 BALLISK COURT, DONABATE"	CoDublin	174000	SecondHand Property
"49 THE PARK, KINGSWOOD HEIGHTS, 2"	D24	360000	SecondHand Property
"50 FORT OSTMAN, OLD COUNTY RD, CRUMLIN 2"	D12	210000	SecondHand Property
"51 DAVIS COURT, THOMAS DAVIS ST, INCHICORE "	D8	241000	SecondHand Property
"521 KILMAINHAM SQ, INCHICORE RD, KILMAINHAM "	D8	282500	SecondHand Property
"53 ROCK ROAD, BLACKROCK, CO. DUBLIN"	CoDublin	630000	SecondHand Property
"56 Eustace Court, Cualanor, Dun Laoghaire"	CoDublin	462554	NewProperty
"6 STRADBROOK CLOSE, BLACKROCK"	CoDublin	475000	SecondHand Property
"66 MEADOWBANK, OFF BUSHY PARK RD, RATHGAR "	D6	503000	SecondHand Property
"66 WHEATFIELD RD, PALMERSTOWN, 0"	D20	320000	SecondHand Property
"67 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN"	D11	156563	NewProperty
"7 ELLENSBOROUGH DOWNS, KILTIPPER RD, TALLAGHT 4"	D24	375000	SecondHand Property
"7 Forge Mews, The Forge, Lusk"	CoDublin	318942	NewProperty
"7 KINGSHALL, CHAPELIZOD, 0"	CoDublin	260000	SecondHand Property
"7 Kingsland, Donabate, "	CoDublin	392070.27	NewProperty
"8 BEVERTON WOOD, DONABATE"	CoDublin	385000	SecondHand Property
"8 LIMEWOOD AVE, RAHENY, "	D5	335000	SecondHand Property
"8 Longview Square, Millers Glen, Swords"	CoDublin	319525.33	NewProperty
"84 RATHGAR ROAD, RATHGAR, "	D6	980000	SecondHand Property
"9 ARGYLE RD, DONNYBROOK, "	D4	2650000	SecondHand Property
"9 Somerton Copse, Newcastle Road, Lucan"	CoDublin	285450	NewProperty
"9 ST DAVIDS, ARTANE, "	D5	485000	SecondHand Property
"9 TALBOT COURT, CASTLEKNOCK, 5"	D15	515000	SecondHand Property
"APT 11, 46 GREAT GEORGES ST NORTH, "	D1	373000	SecondHand Property
"APT 207, THE OAK, GRANGE HALL 6"	D16	317000	SecondHand Property
"Apt 8 Block 1, New Priory, DONAGHMEDE"	CoDublin	185000	NewProperty
"SEA MEADOWS, BURROW RD, PORTRANE"	CoDublin	450000	SecondHand Property
"SILVERACRE, 724 HOWTH RD, "	D5	1850000	SecondHand Property
"SPRINGHILL, GARRISTOWN"	CoDublin	160000	SecondHand Property
"101 KILMAINHAM SQ, INCHICORE RD, "	D8	318100	NewProperty
"1 CARYSFORT COURT, DALKEY"	CoDublin	510000	SecondHand Property
"1 The Green, Station Manor, Station Road"	CoDublin	515418.5	NewProperty
"10 CEDARBROOK AVE, BALLYFERMOT, 0"	D15	68731.97	SecondHand Property
"10 Dodder Brook Walk, Ballycullen, 4"	D24	350220.3	NewProperty
"10 ENNEL AVE, ARTANE, "	D5	287000	SecondHand Property
"10 Grangeabbey, Abbey Road, Monkstown"	CoDublin	550661	NewProperty
"10 SANDYFORD HALL GROVE, SANDYFORD, 8"	D18	486000	SecondHand Property
"106 WATERSIDE, CHARLOTTE QUAY, "	D4	250000	SecondHand Property
"11 GREENMOUNT SQ, HAROLDS CROSS, 2"	D12	277500	SecondHand Property
"12 WILLINGTON COURT, TEMPLEOGUE, W"	CoDublin	505000	SecondHand Property
"14 Diswellstown Court, Castleknock"	D15	615859	NewProperty
"15 PORTERSGATE AVE, CLONSILLA, 5"	D15	350000	SecondHand Property
"16 MARYVILLE RD, RAHENY, "	D5	475000	SecondHand Property
"18 GOLDSMITH HALL, COLLEGEWOOD, CASTLEKNOCK 5"	D15	390000	SecondHand Property
"18 MARTELLO RD MARTELLO TOWER, BALBRIGGAN"	CoDublin	205000	SecondHand Property
"18 THE QUARRY APTS, CARRICKHILL RD, PORTMARNOCK"	D13	237000	SecondHand Property
"180 KILLESTER AVE, KILLESTER, "	D5	317000	SecondHand Property
"19 MOUNT CARMEL PARK, FIRHOUSE, 4"	D24	300000	SecondHand Property
"20 BELFRY GREEN, CITYWEST, 4"	D24	190000	SecondHand Property
"20 Dodderbrook Walk, Oldcourt Road, Ballycullen"	CoDublin	350220	NewProperty
"21 VILLAGE WEIR, LOWER MAIN ST, LUCAN"	CoDublin	337000	SecondHand Property
"23 LAWNSWOOD PARK, STILLORGAN"	CoDublin	950000	SecondHand Property
"24 AIRPARK AVENUE, 6"	D16	470000	SecondHand Property
"24 HAMPTON GREEN, NAVAN RD, "	D7	150000	SecondHand Property
"24 LADYCOVE, PALMER ROAD, RUSH"	CoDublin	190000	SecondHand Property
"25 CABRA PARK, PHIBSBORO, "	CoDublin	475000	SecondHand Property
"25 EATON TERRACE, EATON DR, RATHCOOLE"	D24	205000	SecondHand Property
"28 DRUMMOND PLACE, HAROLDS CROSS, W"	D6	410000	SecondHand Property
"2J BELLARMINE DRIVE, STEPASIDE, 8"	CoDublin	372000	SecondHand Property
"30 ROSEPARK, BALROTHERY, BALBRIGGAN"	CoDublin	310000	SecondHand Property
"31 RIVER GARDENS, GLASNEVIN, "	D9	315000	SecondHand Property
"31 TRINITY PLAZA, TARA ST, "	D2	289100	SecondHand Property
"346 COOLEY RD, DRIMNAGH 2"	D12	355000	SecondHand Property
"4 CHURCH LANE, CHURCH AVE, RATHMINES "	D6	1750000	SecondHand Property
"4 NEWCASTLE MANOR SQUARE, NEWCASTLE, "	CoDublin	252000	SecondHand Property
"4 THE AVENUE, CARRICKMINES MANOR, GLENAMUCK RD 8"	D18	442000	SecondHand Property
"40 PEARSE BROTHERS PARK, BALLYBODEN, RATHFARNHAM 6"	D16	425000	SecondHand Property
"42 SEAGRAVE DR, CITY GATE, 1"	D11	191000	SecondHand Property
"48 ORWELL PARK RISE, TEMPLEOGUE, W"	CoDublin	452000	SecondHand Property
"48D FFOSTER SQ, BALLYDOWD MANOR, LUCAN"	CoDublin	245000	SecondHand Property
"5  Blackthorn Place, Kettles Lane, Swords"	CoDublin	405286	NewProperty
"5 LISALEA, FRASCATI PARK, BLACKROCK"	CoDublin	294000	SecondHand Property
"50 ST PETERS SQ, "	D7	250000	SecondHand Property
"56 ROWANBYRN, BLACKROCK"	CoDublin	545000	SecondHand Property
"57 GLEN ELLAN GREEN, SWORDS"	CoDublin	395000	SecondHand Property
"57 THE LIMES, WEDGEWOD ESTATE, SANDYFORD"	D18	451000	SecondHand Property
"6 Longview Square, Miller's Glen, Swords"	CoDublin	303965	NewProperty
"6 WALKERS COURT, WALKERS COTTAGES, RANELAGH "	D6	455000	SecondHand Property
"62 CARLINGFORD PARADE, "	D2	295000	SecondHand Property
"63 CARLINGFORD PARADE, GRAND CANEL DOCK, "	CoDublin	300000	SecondHand Property
"63 GLENHILL RD, FINGLAS, 1"	D11	310000	SecondHand Property
"64 WENDELL AVE, PORTMARNOCK"	D13	570000	SecondHand Property
"66 LORCAN AVE, SANTRY, "	D9	368000	SecondHand Property
"7 MOYLARAGH CLOSE, BALBRIGGAN"	CoDublin	165000	SecondHand Property
"73 HIGHFIELD RD, RATHGAR, "	D6	1580000	SecondHand Property
"8 MILLVIEW, SKERRIES"	CoDublin	350000	SecondHand Property
"APARTMENT 1, 26 PHIBSBOROUGH RD, PHIBSBOROUGH"	D7	675000	SecondHand Property
"APT 11, BLOCK B, CAMERON COURT "	D8	317500	SecondHand Property
"AYOT MEWS, 25 RAGLAN LANE, BALLSBRIDGE"	D4	1315000	SecondHand Property
"GARTH MEWS, 9A TIVOLI TERRACE SOUTH, DUN LAOGHAIRE"	CoDublin	657000	SecondHand Property
"1 THE  OLD MILL, NAUL BRIDGE, NAUL"	CoDublin	95000	SecondHand Property
"10 MCAULEY AVE, ARTANE, "	D5	306500	SecondHand Property
"10 MOYLARAGH RISE, BALBRIGGAN"	CoDublin	200000	SecondHand Property
"11 MERRION VILLAGE, MERRION RD, "	D4	280000	SecondHand Property
"116 TEMPLEVILLE RD, TEMPLEOGUE, W"	CoDublin	580000	SecondHand Property
"11TULLYHALL RISE, LUCAN"	CoDublin	311000	SecondHand Property
"12 DISWELLSTOWN COURT, CASTLEKNOCK, 5"	CoDublin	427312.77	NewProperty
"12 SUMMERHILL RD, DUN LAOGHAIRE"	CoDublin	1250000	SecondHand Property
"12 THE VILLAGE, DRUMCONDRA, "	D9	327000	SecondHand Property
"13 SEAPARK, MOUNT PROSPECT AVE, CLONTARF "	D3	310000	SecondHand Property
"131 BRANDON RD, DRIMNAGH, 2"	D12	300000	SecondHand Property
"15 CARNDONAGH LAWN, RAHENY, 3"	D13	320000	SecondHand Property
"156 SHANGANAGH CLIFFS, SHANKILL, 8"	D18	185000	SecondHand Property
"16 WOODLEIGH ASH, HIGHFIELD RD, RATHGAR"	D6	280000	SecondHand Property
"2 LIMEWOOD AVE, OFF TONLEGEE RD, RAHENY "	D5	350000	SecondHand Property
"2 MOUNT DILLON COTTAGES, MALAHIDE RD, ARTANE "	D5	245000	SecondHand Property
"22 SYDENHAM MEWS, CORRIG AVENUE, DUNLAOGHAIRE"	CoDublin	905000	SecondHand Property
"229 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM 6"	D16	342000	SecondHand Property
"25 abbott drive, cualanor, upper glenageary road"	CoDublin	726634	NewProperty
"3 MOORFIELD GREEN, CLONDALKIN, 2"	D22	235000	SecondHand Property
"3 The Green, Scholarstown Wood, Scholarstown Road"	D16	537450	NewProperty
"32 clairville lodge, streamstown, malahide"	CoDublin	647577.09	NewProperty
"33 WILLOW VALE, BALLYBRACK"	CoDublin	308000	SecondHand Property
"34 MONTPELIER VIEW, MOUNTAINVIEW, TALLAGHT 4"	D24	199950	SecondHand Property
"37 AMBER, THE GRANGE, BLACKROCK"	CoDublin	452000	SecondHand Property
"37 FORTFIELD SQUARE, TERENURE, W"	CoDublin	800000	SecondHand Property
"39 MARLBOROUGH COURT, MARLBOROUGH ST"	D1	240000	SecondHand Property
"4 Rathmill Glen, Rathmill Manor, Rathcoole"	CoDublin	348017.62	NewProperty
"4 STRANGFORD RD EAST, EAST WALL, "	D3	496000	SecondHand Property
"40 Millers Avenue, Millers Glen, Swords"	CoDublin	299560	NewProperty
"44 GLENTOW RD, WHITEHALL CITY"	D9	345000	SecondHand Property
"4PARNELL COURT, PARNELL RD, HAROLDS CROSS 2"	D12	455000	SecondHand Property
"59 PINEVALLEY PARK, GRANGE RD, RATHFARNHAM 6"	D16	705000	SecondHand Property
"60, PODDLE CLOSE, CLONARD ROAD 2"	D12	162000	SecondHand Property
"61 Adamstown Park, St. Helen's, Lucan"	CoDublin	301762	NewProperty
"65 BELFRY HALL, CITYWEST"	D24	215000	SecondHand Property
"68 BRIDGE WATER QUAY, ISLANDBRIDGE, "	D8	325000	SecondHand Property
"78 PARK AVE, SANDYMOUNT, "	D4	2900000	SecondHand Property
"7, SPIDDAL ROAD, BALLYFERMOT 0"	D10	123000	SecondHand Property
"9 DRYNAM DR, DRYNAM HALL, KINSEALY"	CoDublin	300000	SecondHand Property
"96 WOODFIELD, SCHOLARSTOWN RD, RATHFARNHAM 6"	D16	540000	SecondHand Property
"Apartment 68  Ardilaun Court, Sybil Hill Road, Raheny"	CoDublin	480176	NewProperty
"APT 19, BROOKWOOD ABBEY, BROOKWOOD GROVE "	D5	303000	SecondHand Property
"APT 1, 1 BEAU PARK ST, CLONGRIFFIN"	D13	215000	SecondHand Property
"APT 59, 20 CHRISTCHURCH PLACE, "	D8	245000	SecondHand Property
"UPMEADS, MORNINGTON PARK, MALAHIDE RD "	D5	550000	SecondHand Property
"1 THE WAY, STATION MANOR, STATION ROAD"	CoDublin	524229.07	NewProperty
"10 AVONDALE LAWN, BLACKROCK"	CoDublin	785000	SecondHand Property
"105 GROVE PARK, RATHMINES, "	D6	412500	SecondHand Property
"11 THE RED MILL, 69 BRUNSWICK STREET NORTH, "	CoDublin	260000	SecondHand Property
"12 LE HUNT HOUSE, BRENNANSTOWN, CABINTEELY VILLAGE"	D18	285000	SecondHand Property
"12 Shackleton Gate, Shackleton Park, Lucan"	CoDublin	339207	NewProperty
"122 CALEDON RD, EAST WALL, "	D3	348000	SecondHand Property
"127 GALTYMORE RD, DRIMNAGH, "	D12	300000	SecondHand Property
"13 TERENURE PARK, TERENURE, W"	CoDublin	950000	SecondHand Property
"134 LORCAN AVE, SANTRY, "	D9	150000	SecondHand Property
"14 HAZELWOOD CRESCENT, HARTSTOWN, 5"	D15	271000	SecondHand Property
"15 Castle Vernon, Dollymount Avenue, Clontarf"	D3	814977.96	NewProperty
"16 EMORVILLE AVE, SOUTH CIRCULAR RD, "	D8	650000	SecondHand Property
"16 GLENCARRIG GREEN, FIRHOUSE, 4"	D24	332500	SecondHand Property
"165 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS 1"	D11	310000	SecondHand Property
"169 PUGIN HOUSE, LORETO ABBEY, GRANGE RD 4"	D14	550000	SecondHand Property
"17 Taylor Hill Walk, Balbriggan"	CoDublin	242300	NewProperty
"17 The Close, Scholarstown Wood, Scholarstown Road"	CoDublin	449339.2	NewProperty
"182 TRIMBLESTON, GOATSTOWN RD, GOATSTOWN 4"	D14	590000	SecondHand Property
"19 ST KEVINS PARK, DARTRY, "	D6	1210000	SecondHand Property
"1, Shackleton Wood, Shackleton Park"	CoDublin	302750.01	NewProperty
"2 A THE PARK, MILITARY ROAD, RATHMINES"	CoDublin	364000	SecondHand Property
"2 CARRIG HOUSE, CARRICKBRENNAN RD, MONKSTOWN"	CoDublin	255000	SecondHand Property
"2 The Brambles, Blackberry lane, Rathmines"	D6	1150000	NewProperty
"2 WILLIAM BECKETT HOUSE, PEMBROKE ROW"	D2	410000	NewProperty
"20 THE GROVE, HANSTEAD, LUCAN"	CoDublin	255000	SecondHand Property
"22 Castleland Park Close, Balbriggan"	CoDublin	255500	NewProperty
"22 Eglintyon Road, Donnybrook, "	D4	300000	NewProperty
"24 TEMPLE WOODS, GREENHILLS, 4"	CoDublin	321586	NewProperty
"24 UPPER MOUNTPLEASANT AVE, RANELAGH, "	D6	387500	SecondHand Property
"27 WOODBANK DR, FINGLAS SOUTH, 1"	D11	160000	SecondHand Property
"29 Adamstown Park, St Helen's, Adamstown"	CoDublin	303964.76	NewProperty
"3 Kingsland, Donabate"	CoDublin	392070	NewProperty
"3 WILLIAM BECKETT HOUSE, PEMBROKE ROW"	D2	395000	NewProperty
"30 ASHGROVE COURT, SANDYFORD ROAD, DUNDRUM"	D16	375000	SecondHand Property
"30 Rathborne Walk, Royal Canal Park, Ratoath Road  Ashtown"	CoDublin	339207	NewProperty
"32 CALEDON RD, EAST WALL, "	D3	324000	SecondHand Property
"33 WALKINSTOWN PARADE, WALKINSTOWN, 2"	D12	290000	SecondHand Property
36 EAST WALL ROAD	D3	342000	SecondHand Property
"37 MILLBANK, PORTMARNOCK"	D13	250000	SecondHand Property
"39 LEVMOSS AVE, LEVMOSS PARK, THE GALLOPS LEOPARDSTOWN 8"	D18	335000	SecondHand Property
"452 HOWTH RD, RAHENY, "	D5	677500	SecondHand Property
"48A Mount Prospect Avenue, Clontarf"	CoDublin	708260	NewProperty
"5 BOW BRIDGE, KILMAINHAM, "	D8	212000	SecondHand Property
"5 OSTMAN WOOD, 2"	D12	205000	SecondHand Property
"52 GREY SQ, PORTRANE"	CoDublin	317500	SecondHand Property
"6 Cedarview, Northwood, Santry Demesne"	D9	480175	NewProperty
"6 GILFORD COURT, SANDYMOUNT, "	D4	475000	SecondHand Property
"6 HAZELBROOK, KINSEALY LANE, MALAHIDE"	CoDublin	801762	NewProperty
"7 LEO ST, "	D7	357000	SecondHand Property
"79 ST ANNS SQ, PORTMARNOCK"	D13	427500	SecondHand Property
